"SubjectId" "ActivityLabel" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "angle(tBodyAccMean,gravity)" "angle(tBodyAccJerkMean),gravityMean)" "angle(tBodyGyroMean,gravityMean)" "angle(tBodyGyroJerkMean,gravityMean)" "angle(X,gravityMean)" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
"2" "LAYING" -0.24448774527027 -0.147206522470588 0.123415987694444 -0.0813060036431762 -0.116975852491144 -0.489189734141702 0.059370537840248 0.060491762538806 -0.0101289460492647 0.0166763444991736 0.0618740278435374 -0.0726094467921476 -0.531894934144444 -0.701465570163043 -0.810883326767045 -0.746028833522222 -0.710307880677966 -0.631382486936994 -0.629816512871515 -0.517339108623179 -0.377474428160256 -0.335297178006923 0.003995167615625 0.131758102353913 0.0173877868008333 0.0428364684355932 0.0310799604003676 -0.0305997895666667 0.00925249440864662 -0.0306287049364341 -0.031494342216963 -0.030506993853719 -0.0109873596083969 -0.0712948839416 -0.590411734981212 -0.59083585124557 -0.569208315786391 -0.654949036558434 0.0678519556704348 0.0362213929542017 -0.00883239497683334 -0.0643835586651163 -0.120311692272727 -0.0994866769733813 -0.238918378845313 -0.300956825737681 -0.474620228942304 -0.389382321348121 -0.360208160151333 -0.449729253871429 -0.488674802577922 -0.486680573741176 -0.478616431814 -0.495241239028378 -0.508489598772152 -0.502465172765333 -0.386442952261538 -0.352811715575912 -0.812461250983051 -0.856994057725714 -0.840369827762712 -0.859992983471591 -0.845626624885714 -0.857997577165143 -0.626224567605952 -0.604128709484849 -0.551809231914118 -0.849373811471264 -0.810846179772727 -0.875424041864407 -0.870061061632768 -0.842839028820225 -0.754714769072626 -0.746053692644068 -0.732097006615819 -0.567982055906832 -0.498839812729865 -0.452346641781457 -0.533205324209494 -0.554572185992771 -0.647048015475 -0.648438531632559 -0.707340669657831 -0.718467130957055 -0.688995997319429 -0.752092788664398
"2" "SITTING" -0.218713552414103 -0.32542630026962 0.127311063605809 -0.0856576397316889 -0.168887543712134 -0.503302727101382 -0.0143828815285714 0.0531604602015267 0.0628253272204724 0.00943390862519084 -0.00297688459316547 -0.0153409000659722 -0.733894531362573 -0.713370205388889 -0.762755696051724 -0.730155143983333 -0.717050054392857 -0.572215530548765 -0.626851108016994 -0.546358022432192 -0.4230632845 -0.160570444376859 0.09152645556 0.312942913559633 0.0184677746796748 -0.0239167538768 -0.0183559525738806 -0.0444633018692308 0.00753194881837398 -0.110865548566619 -0.0328086383243697 -0.0187044078175439 0.018587755699187 -0.0029654724872 -0.62237765325 -0.516474864192053 -0.600808924736625 -0.641799989141026 0.0640194790537037 0.0305218373533898 -0.105953273783333 -0.189099432923276 -0.173755390433386 -0.271116054725185 -0.322502639767442 -0.319568062846154 -0.381693074512821 -0.451158693786111 -0.394160932763636 -0.557207386426389 -0.48773624052381 -0.479628588950355 -0.498217162037063 -0.4908762756 -0.482714718124183 -0.483748969210274 -0.398047645351931 -0.357638399086331 -0.827834871801205 -0.837295388012048 -0.814587820844311 -0.849888074909091 -0.835499337946746 -0.859308602378698 -0.612152611158599 -0.585141939224841 -0.558469868271069 -0.839717192268293 -0.813726949894118 -0.854788329664634 -0.861069953351191 -0.823658219883041 -0.682669988970414 -0.656736231241177 -0.648811798764706 -0.530622802382803 -0.491472409621583 -0.386494880131944 -0.588973974838562 -0.619818173971875 -0.642286787509317 -0.640340590296951 -0.680840225135802 -0.702985527077381 -0.775847119300613 -0.7652436349
"2" "STANDING" -0.34024377474382 -0.348146509855696 0.11539061355814 -0.109337462544403 -0.177041618131913 -0.576371307175769 0.0395373662901163 -0.00901111373428571 -0.00018108044207317 0.0415432281395513 0.01826078239 -0.0562066891923488 -0.646710153636866 -0.728691096733493 -0.698485650071429 -0.763377993391892 -0.697200575195349 -0.637924273650769 -0.649468010434254 -0.517389108983708 -0.325070803974839 -0.0709331692868667 0.100261805643511 0.225698473392701 0.0258259762104895 0.0327482287560563 0.0431431279574483 0.00709364330914634 -0.0222398748227941 0.00843656286888199 -0.0162798549207625 -0.0654388499326241 -0.00512946970604167 -0.0213642864563291 -0.69802512271978 -0.568915605826087 -0.6608632156025 -0.65492194247449 -0.0118466659119847 0.0470316882008467 0.0109458106094203 -0.0355734079440789 -0.100837719702158 -0.111324786966447 -0.206086614769492 -0.363496520010059 -0.514312378543889 -0.419738708714286 -0.364651795493865 -0.442124888797688 -0.446467333095026 -0.553273271907609 -0.533027843174375 -0.599588698778066 -0.57718923138733 -0.492422014632778 -0.441003489063218 -0.371728093915528 -0.820248910066038 -0.827075022127962 -0.841389133676077 -0.840514582842857 -0.851143936426066 -0.848549552558252 -0.666329177083333 -0.624405810084158 -0.564381957736318 -0.824145856132039 -0.82492556437799 -0.843490377421429 -0.822298048976303 -0.838229604774038 -0.789529434004717 -0.760647702696262 -0.774812013764151 -0.5215629559075 -0.400573863088324 -0.432361226547727 -0.634686098679701 -0.71953257950396 -0.710002858580488 -0.727588764824272 -0.741812452780488 -0.753227389128713 -0.727106357854369 -0.736221653719324
"2" "WALKING" -0.128400237075 -0.263475165865934 0.1208248802 -0.11220160010035 -0.124181301599013 -0.564995108542657 0.0184702075757764 0.0515559204622169 0.011286778725731 0.0470270817837838 0.0575526091940541 -0.034068189625 -0.605060219929907 -0.71437860818018 -0.750282811638393 -0.737914819237909 -0.709885537168224 -0.614096565685446 -0.647189706635514 -0.58120566651592 -0.471692457510638 -0.292738883786628 -0.11002047554908 0.0574573904053691 0.0170904234751634 0.009046556559375 0.00487601767888199 -0.00921072576415094 -0.0645718381680114 -0.07087245491125 -0.0205693375166667 -0.0126007370802721 -0.0162471004504167 -0.062676659068323 -0.597497996316038 -0.574167755433498 -0.540193398272301 -0.621620105383886 0.0983835251098765 0.0590298909555662 -0.0816582706948718 -0.13151406821625 -0.166436468271129 -0.272247294147647 -0.300403133511111 -0.370656712328877 -0.425987409015075 -0.415605192911979 -0.407670534114948 -0.544115712947115 -0.571699596729557 -0.581428040975622 -0.560335200902885 -0.621229054862745 -0.612764975522167 -0.453405361378283 -0.410327279656757 -0.333142562118919 -0.856121082704721 -0.889166391896552 -0.893402555 -0.881698555191489 -0.894067962068376 -0.900168281579399 -0.662586055407407 -0.601687864376605 -0.570372166675355 -0.859372903197425 -0.882013018871245 -0.900207849786325 -0.898748750952991 -0.88591312273617 -0.799941002918455 -0.779382710662338 -0.758387338685345 -0.597258121766761 -0.479419783458537 -0.492098884899479 -0.654696780254545 -0.686222204795392 -0.683669593677523 -0.735199152669953 -0.690594679771041 -0.758300809842593 -0.739125348004425 -0.80921742432968
"2" "WALKING_DOWNSTAIRS" -0.319876575058228 -0.318293829179167 0.143384246403162 -0.0885094763830702 -0.137750683742016 -0.551486136833047 0.0386959369790083 0.0326511033727273 -0.0128465854809917 0.100435688607372 0.0589790407776259 -0.0280579524263889 -0.646660527367456 -0.72928146557095 -0.765625173104396 -0.806422839617978 -0.69414735852514 -0.711345551923977 -0.698616786905521 -0.566496175784524 -0.576031244437241 -0.324061523842553 -0.186519152848 0.0498526571557377 0.0705871675592 -0.00246285975588235 -0.0135392209614679 0.0251595710305926 -0.0467975623955556 -0.0899451166862595 -0.0128768797472868 -0.00733810683140496 -0.042046247405 -0.116233293272047 -0.625201443626506 -0.565662839943902 -0.584101314823171 -0.591069225782353 0.0322195209766917 0.0483566739927358 -0.0625217965015748 -0.0604218342190909 -0.0160837290565625 -0.152927157924539 -0.247037600779845 -0.278462624137179 -0.527840378448718 -0.475084935699324 -0.372499461811688 -0.484047256765921 -0.445814863701863 -0.503929171267025 -0.483967820157233 -0.506753210630189 -0.533188600739375 -0.528515049210063 -0.470205144966234 -0.483668385469306 -0.883799620054348 -0.868218022151872 -0.898570711902174 -0.88777626155914 -0.905153213225806 -0.896372865837838 -0.688234915814368 -0.647724716229143 -0.641282655019394 -0.868792142550802 -0.89506913732973 -0.908503967096774 -0.896008202994652 -0.89535384545946 -0.818414482204301 -0.767777635695187 -0.760430504643548 -0.558580311287052 -0.462052255971006 -0.488375230189873 -0.610853995806135 -0.63981417036369 -0.664834643020732 -0.650270095113966 -0.738773616650888 -0.731146321647191 -0.785311448226744 -0.774601266062147
"2" "WALKING_UPSTAIRS" -0.348048496307692 -0.387438836409836 0.180997744991968 -0.0755379276400826 -0.147149885161027 -0.578513330823904 0.068252030503125 0.0334942779485401 0.0320364768086957 0.10928970888189 0.0669930632603521 0.0295996139703704 -0.736240559785083 -0.745002124142105 -0.75816039761 -0.839341676138947 -0.732954602494737 -0.669574705 -0.721012058926966 -0.596121802759236 -0.347981603186892 -0.17402430129771 0.092851917859375 0.17700393809322 -0.00390316622523809 0.00509666650530303 0.00178010976814815 0.0270509270846774 0.00166783855114094 -0.0941834726548611 0.0051792702 0.00849836408450704 -0.0169325637218045 -0.0131636017587413 -0.654659107391534 -0.709951474302469 -0.682533439291209 -0.700914422764706 0.05751221397 0.0801727802747826 -0.00812395977443609 -0.0903338261103521 -0.140837980957364 -0.156863784856129 -0.270533522137063 -0.32805713783269 -0.514932196401734 -0.440071459275641 -0.353662338374843 -0.500599177152941 -0.525367097993939 -0.556152410102959 -0.561274861720787 -0.661178559 -0.59517421348875 -0.505199775227059 -0.452981648409804 -0.354310466974359 -0.887763624218274 -0.889743588247475 -0.908057095126904 -0.899580927563452 -0.89139303040404 -0.916943735151515 -0.676914347274523 -0.665048494880447 -0.596013842338889 -0.90282097959799 -0.916271740913706 -0.902996553065327 -0.902102026071066 -0.881604659292929 -0.827894721540404 -0.787669053688775 -0.783238452015385 -0.54313547597076 -0.442740547752564 -0.437113530878035 -0.590405890960894 -0.712393509929947 -0.752546437116667 -0.743612314786702 -0.771084973806989 -0.786075433331016 -0.793097366516043 -0.835866447989189
"4" "LAYING" -0.310673035351807 -0.316971840249383 0.126009962593197 -0.0891428391868613 -0.165821877352055 -0.634536578051661 0.0946130338725373 0.0469180972732955 -0.0335432373496689 0.0814505354523077 0.0752527655964706 -0.00947761853205128 -0.586387014897436 -0.678824563911538 -0.773380512897642 -0.792972517976077 -0.74505621942723 -0.731458242359375 -0.700804691469388 -0.577134088065217 -0.436871305165922 -0.366530746713415 -0.19624948177707 -0.0264800147517731 0.0507082549 0.0252288245696689 -0.0247088122036806 0.00369412472828947 -0.040181322586076 -0.11131666808535 0.016958998491195 -0.0542188628020408 -0.0186885282609272 -0.0613332231232927 -0.660697271803825 -0.508790132723502 -0.580835093820209 -0.582959778685567 0.0265592898066176 0.0690128361686131 -0.0853608142517483 -0.110987932237255 -0.17046850623541 -0.273836490194231 -0.304406694578824 -0.407714643623429 -0.44441576876 -0.4553498202 -0.423901326713295 -0.503352350311224 -0.579612340752011 -0.570562104952821 -0.61123690934798 -0.639617099715816 -0.639047340239801 -0.47363957956911 -0.495132805225269 -0.441250575869186 -0.888437452095455 -0.890826370077273 -0.885620671880734 -0.877802916022727 -0.887733605936073 -0.888528339545872 -0.662322666614218 -0.6525106829875 -0.619587411719403 -0.903822362447489 -0.892536936154545 -0.912448966561086 -0.90118641018018 -0.911263197590909 -0.817764709196347 -0.797458471395794 -0.776646550080569 -0.575572405852736 -0.545187655618848 -0.508195357445789 -0.6539503131575 -0.718267481824645 -0.7914772871195 -0.739052873727273 -0.803979516928079 -0.738755376278972 -0.814550764673684 -0.786696928492891
"4" "SITTING" -0.329429404369444 -0.244990794543478 0.121556248914488 -0.109702111167673 -0.124219128611528 -0.563697499736 0.00893652651862069 0.0169532560569737 -0.00394081503586957 0.0918606847809091 0.0221948419406977 -0.0602377575946541 -0.639200652043011 -0.740992794876344 -0.737856521059788 -0.771904116751269 -0.729176253213904 -0.632872950815607 -0.582852675110795 -0.493283725246988 -0.337936759453947 -0.17509842596831 -0.0251325631830303 0.0564124181029412 0.0936032048051852 -0.00653804546793893 0.0386905211879412 -0.0256740335605634 -0.0486974712371429 -0.0688953704376871 -0.0537859353261745 -0.0245392934492424 -0.0377474065394366 -0.0819435879564626 -0.595639544659783 -0.602712438212941 -0.509968677745856 -0.591773730491525 0.0433063987148148 0.0630870425473684 -0.0663962101087591 -0.148273959046084 -0.216539797741844 -0.241515559975 -0.325892539670199 -0.354100326951634 -0.446338233618675 -0.428438407823171 -0.371364392171154 -0.503395317848631 -0.509844163143258 -0.551354360232682 -0.588224605106593 -0.608380335919101 -0.62019745569322 -0.482120680712679 -0.436408530098802 -0.391967039709877 -0.85595019102 -0.852697299980198 -0.852137841330049 -0.876229785835149 -0.871288673960591 -0.884356575806931 -0.676017919780749 -0.622630053808511 -0.61465852477095 -0.845260206921891 -0.870203673248731 -0.871405586435644 -0.863420976519802 -0.870840714162562 -0.823680020870647 -0.783733979073892 -0.790393147855721 -0.650038650362983 -0.543635102656831 -0.563371884297861 -0.664426767229688 -0.757535630740426 -0.728234223957672 -0.734033047404103 -0.770616151608901 -0.753375691851282 -0.787163895628272 -0.769419286002646
"4" "STANDING" -0.323531452506296 -0.256056967730602 0.123265904887541 -0.087009035338 -0.136170741204314 -0.546230885157877 0.0879935477255034 -0.0013680198625 0.0183354392 0.0877066509409091 0.0124229499106626 0.0189235814657962 -0.689891359873832 -0.773496420605505 -0.808079759271889 -0.769746088317972 -0.698680948040758 -0.614825242711956 -0.545548602320856 -0.369658074098876 -0.277128260012575 -0.120219704753165 0.000565161554320989 0.0128749105104895 0.0452065086483871 -0.00882657506527891 0.0448493053426897 0.0221639160265605 -0.0165134605149351 -0.0536999995055556 0.00917462713881579 -0.0409770194688742 -0.00838339523782609 -0.0320227448166667 -0.607138996478922 -0.593001128342105 -0.617019454823529 -0.634890136576355 0.0504220697863636 0.0841333632409722 -0.131973000585987 -0.160509736614935 -0.23643480057491 -0.318845497966667 -0.373153569990909 -0.392042753619231 -0.434470650160894 -0.37425943400486 -0.34010006895873 -0.489544871627 -0.549866566815736 -0.55527425158209 -0.589501694830498 -0.596040569055931 -0.64889193753932 -0.429553772520856 -0.419496288626486 -0.356254980709508 -0.854988760418502 -0.855545735573333 -0.861144739752212 -0.846693235198667 -0.869689785171053 -0.866898304803571 -0.599586972782126 -0.544615926763819 -0.518500169804615 -0.864968920004464 -0.861248074816964 -0.862954942098214 -0.872975257387665 -0.886227466102222 -0.822743270906667 -0.763224292075893 -0.76096085286036 -0.546318545872585 -0.484077559489552 -0.510856138330684 -0.673228361519231 -0.759795124204412 -0.697130543237209 -0.772985566291509 -0.739233522951923 -0.735604238447867 -0.732022606129665 -0.752622553037559
"4" "WALKING" -0.319197770715315 -0.43016941224375 0.108468035283489 -0.0998817626724138 -0.118622733489256 -0.569175801048582 0.0588219894920732 -0.004611810575 0.0204215170382581 0.066581295933908 0.0121273516590643 0.00313540316368421 -0.611497893562441 -0.6897779132 -0.704244656923423 -0.711023690065065 -0.712635303019816 -0.618049555173953 -0.614006567480383 -0.489747030267935 -0.277064572535519 -0.173119746511921 0.106690878805096 0.0988389115244755 0.0142149454077381 -0.0416935820915033 -0.0262302344711656 -0.043399729702649 -0.0677778447176023 -0.182203459338323 -0.00387004090317366 -0.0554592571792208 -0.087781171037037 -0.0709148727131868 -0.483110956791795 -0.391302582458659 -0.52761635271875 -0.4711552533 0.117710675464234 0.146403569198414 -0.171207457841509 -0.167188372204908 -0.262551458031034 -0.330984364222857 -0.375321451619767 -0.354361790063243 -0.364092746282828 -0.381646016202376 -0.347994556268156 -0.519629734914674 -0.474250802630047 -0.6106590467035 -0.6065189571705 -0.60874774152657 -0.618279185153846 -0.392104384984746 -0.328146994092063 -0.325796599935802 -0.842947459588496 -0.828802777938865 -0.856850180577778 -0.830973605617391 -0.866894083066079 -0.862795555347826 -0.611081109682692 -0.581218872335545 -0.543047523940094 -0.849639003766234 -0.884421413312775 -0.872844652243363 -0.874810756828194 -0.85214365395614 -0.737590976663717 -0.696327925881778 -0.708811093113778 -0.586784497912621 -0.49128056499803 -0.518389824566503 -0.614514767270279 -0.728826007251163 -0.695495875445455 -0.743147688126761 -0.683281892666667 -0.756313353223148 -0.714048066571429 -0.732765295636364
